Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 225, -22.40000000000005, 55, 0.16754609670345944
2, 225, -22.40000000000005, 35, 0.18214859591918997
3, 225, -22.40000000000005, 73, 0.19029490336249433
4, 225, -22.40000000000005, 71, 0.15309473720675426
5, 225, -22.40000000000005, 87, 1.3911313348225944
6, 225, -22.40000000000005, 78, 0.16615310099251068
7, 225, -22.40000000000005, 98, 0.16179703602725892
8, 225, -22.40000000000005, 116, 0.18342423135634411
9, 225, -22.40000000000005, 95, 0.16860508820836428
10, 225, -22.40000000000005, 117, 0.13466875925181543
11, 225, -22.40000000000005, 127, 1.0715933608587727
12, 225, -22.40000000000005, 110, 0.20420147705394986
13, 225, -22.40000000000005, 152, 0.22896423055952664
14, 173, -17.199999999999974, 130, 0.18476568125398343
15, 225, -22.40000000000005, 133, 0.2974954820486313
16, 225, -22.40000000000005, 144, 0.20782415702711132
17, 225, -22.40000000000005, 125, 0.15987505403356628
18, 225, -22.40000000000005, 139, 0.16471759034959121
19, 225, -22.40000000000005, 131, 0.18241313980205098
20, 225, -22.40000000000005, 155, 1.3769543103133857
21, 225, -22.40000000000005, 153, 0.15417843784283436
22, 225, -22.40000000000005, 142, 0.2135059005385207
23, 225, -22.40000000000005, 158, 0.18290429455246637
24, 118, -11.699999999999974, 149, 0.14672841972615913
25, 225, -22.40000000000005, 164, 0.29894405543806435
26, 225, -22.40000000000005, 162, 0.2219067214926791
27, 225, -22.40000000000005, 168, 0.17749305172913732
28, 225, -22.40000000000005, 177, 0.21715321115688102
29, 212, -21.10000000000003, 178, 0.19205751438068486
30, 225, -22.40000000000005, 190, 0.2928593502676142
31, 203, -20.200000000000017, 176, 0.22419231259071126
32, 61, -5.999999999999995, 175, 0.18344683049142008
33, 192, -19.1, 185, 0.3541020270632809
34, 225, -22.40000000000005, 194, 0.26534556919743046
35, 225, -22.40000000000005, 181, 0.20895723012062145
36, 225, -22.40000000000005, 191, 0.27957570709844237
37, 225, -22.40000000000005, 214, 0.239858259633019
38, 225, -22.40000000000005, 192, 0.1990844874293365
39, 225, -22.40000000000005, 202, 1.3781046248373023
40, 225, -22.40000000000005, 196, 0.19948173706372951
41, 111, -10.999999999999977, 193, 0.2654313205094088
42, 67, -6.5999999999999925, 202, 0.26464274470842264
43, 117, -11.599999999999975, 197, 0.26239885897687976
44, 225, -22.40000000000005, 209, 1.4332816612274066
45, 203, -20.200000000000017, 218, 0.2852854861353
46, 225, -22.40000000000005, 212, 0.17589823253617226
47, 156, -15.499999999999961, 219, 0.2217489172524969
48, 194, -19.300000000000004, 228, 0.2875716774229429
49, 67, -6.5999999999999925, 225, 0.2911306870285082
50, 143, -14.199999999999966, 210, 0.23952278766743218
51, 76, -7.499999999999989, 233, 0.25117198648662153
52, 128, -12.69999999999997, 227, 0.30497248362184637
53, 52, -5.099999999999998, 228, 0.251444711972453
54, 122, -12.099999999999973, 234, 0.2832925960742714
55, 158, -15.69999999999996, 235, 0.1983516261944076
56, 225, -22.40000000000005, 229, 0.2921135419936052
57, 183, -18.19999999999999, 239, 0.2557364972695306
58, 225, -22.40000000000005, 253, 0.2707439096609179
59, 225, -22.40000000000005, 232, 0.34215715703772
60, 193, -19.200000000000003, 221, 0.21100150946559793
61, 70, -6.8999999999999915, 221, 0.2556552822424274
62, 225, -22.40000000000005, 245, 0.2846478203726215
63, 138, -13.699999999999967, 238, 0.27766615540868733
64, 165, -16.399999999999963, 252, 0.28357127378196745
65, 111, -10.999999999999977, 243, 0.22719277841401286
66, 81, -7.999999999999988, 238, 0.33273024502992876
67, 225, -22.40000000000005, 236, 0.27192469573372646
68, 149, -14.799999999999963, 255, 0.33567631339549253
69, 89, -8.799999999999985, 249, 0.19241056804507783
70, 225, -22.40000000000005, 245, 0.1769030136749956
71, 225, -22.40000000000005, 249, 0.2721304950565635
72, 203, -20.200000000000017, 269, 0.37838113970932863
73, 137, -13.599999999999968, 258, 0.24684471222547888
74, 120, -11.899999999999974, 248, 0.2080571324399081
75, 166, -16.499999999999964, 259, 0.24542747938510456
76, 60, -5.899999999999995, 257, 0.18162027666265557
77, 132, -13.09999999999997, 258, 0.34787700417583967
78, 146, -14.499999999999964, 264, 0.18954162571697486
79, 225, -22.40000000000005, 260, 0.18475842928932806
80, 127, -12.599999999999971, 268, 0.20966245856621035
81, 88, -8.699999999999985, 266, 0.3345414435657056
82, 225, -22.40000000000005, 271, 0.3907772089390775
83, 225, -22.40000000000005, 283, 0.308268369089149
84, 154, -15.299999999999962, 280, 0.2276879790244537
85, 128, -12.69999999999997, 288, 0.18854760565970252
86, 225, -22.40000000000005, 268, 0.2738719318326379
87, 100, -9.89999999999998, 288, 0.24584527588977967
88, 117, -11.599999999999975, 279, 0.24069286366446452
89, 102, -10.09999999999998, 307, 0.18149110593191708
90, 102, -10.09999999999998, 288, 0.2346424105019782
91, 80, -7.899999999999988, 267, 0.28736792469875794
92, 212, -21.10000000000003, 283, 0.2999011022960838
93, 104, -10.29999999999998, 273, 0.24397654101296906
94, 202, -20.100000000000016, 306, 0.2410074723124096
95, 137, -13.599999999999968, 290, 0.28882096440993954
96, 115, -11.399999999999975, 289, 0.271203073354775
97, 81, -7.999999999999988, 297, 0.16106939925484287
98, 163, -16.19999999999996, 286, 0.2089204712309103
99, 225, -22.40000000000005, 303, 0.28949942035992793
100, 225, -22.40000000000005, 301, 0.2108842656664871
101, 129, -12.79999999999997, 301, 0.3083826057047081
102, 225, -22.40000000000005, 297, 0.16983104615191325
103, 135, -13.399999999999968, 296, 0.2743228159101516
104, 149, -14.799999999999963, 299, 0.24020800426055144
105, 111, -10.999999999999977, 302, 0.5043325107142875
106, 212, -21.10000000000003, 302, 0.2180617519528687
107, 225, -22.40000000000005, 296, 0.24029483423130138
108, 151, -14.999999999999963, 319, 0.23969236414220907
109, 84, -8.299999999999986, 312, 0.355592414774367
110, 58, -5.699999999999996, 317, 0.17534003639728757
111, 105, -10.399999999999979, 311, 0.2751167678536524
112, 186, -18.499999999999993, 310, 0.41520181054315763
113, 146, -14.499999999999964, 318, 0.2386259807883988
114, 225, -22.40000000000005, 319, 0.21346012770050282
115, 167, -16.599999999999966, 309, 0.18621076582924978
116, 112, -11.099999999999977, 321, 0.26144182321803866
117, 102, -10.09999999999998, 328, 0.19976328857476222
118, 132, -13.09999999999997, 338, 0.3368207865498789
119, 190, -18.9, 338, 0.2429314730726566
120, 225, -22.40000000000005, 339, 0.20552869319762745
121, 80, -7.899999999999988, 335, 0.26645039667265324
122, 65, -6.399999999999993, 338, 0.21444948285757137
123, 225, -22.40000000000005, 318, 0.32130077209035335
124, 66, -6.499999999999993, 319, 0.24294542022926158
125, 80, -7.899999999999988, 333, 1.1774916480309576
126, 225, -22.40000000000005, 338, 0.20874550475370124
127, 97, -9.599999999999982, 339, 0.28419665935401683
128, 84, -8.299999999999986, 345, 0.2680267516226258
129, 225, -22.40000000000005, 361, 0.2747860523198214
130, 225, -22.40000000000005, 344, 0.2741489185001127
131, 137, -13.599999999999968, 352, 0.22954493424337752
132, 134, -13.299999999999969, 346, 0.28405895991925023
133, 141, -13.999999999999966, 354, 0.30224596416212235
134, 225, -22.40000000000005, 356, 0.30373828135622283
135, 225, -22.40000000000005, 347, 0.9084016573151792
136, 128, -12.69999999999997, 355, 0.2662639943241929
137, 124, -12.299999999999972, 354, 0.18757196335448567
138, 81, -7.999999999999988, 363, 0.4284428674661793
139, 77, -7.599999999999989, 345, 0.2334575755437056
140, 157, -15.59999999999996, 359, 0.2769777341474584
141, 105, -10.399999999999979, 349, 0.3046620580126218
142, 98, -9.699999999999982, 361, 0.28623934567283804
143, 85, -8.399999999999986, 364, 0.2242024982136721
144, 141, -13.999999999999966, 353, 0.25696795924363247
145, 225, -22.40000000000005, 361, 0.3757749955806875
146, 225, -22.40000000000005, 376, 0.2726759853010141
147, 102, -10.09999999999998, 371, 0.23731580100894556
148, 83, -8.199999999999987, 358, 0.18903439269279243
149, 156, -15.499999999999961, 366, 0.23565802782538858
150, 167, -16.599999999999966, 371, 0.20189387558359462
151, 225, -22.40000000000005, 383, 0.25040524623201765
152, 133, -13.199999999999969, 365, 0.2499781749663561
153, 225, -22.40000000000005, 360, 0.23741005904759993
154, 104, -10.29999999999998, 366, 0.33105127693425596
155, 136, -13.499999999999968, 374, 0.28052359286000916
156, 158, -15.69999999999996, 389, 0.2099252530399638
