Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 225, -22.40000000000005, 51, 0.19961712117801
2, 225, -22.40000000000005, 61, 0.19945602099000004
3, 225, -22.40000000000005, 82, 0.0158367738798032
4, 225, -22.40000000000005, 84, 0.015502864044039333
5, 225, -22.40000000000005, 113, 0.014609944887374021
6, 225, -22.40000000000005, 133, 0.015713684969162728
7, 225, -22.40000000000005, 105, 0.01487802259036422
8, 225, -22.40000000000005, 163, 0.016027149757176423
9, 225, -22.40000000000005, 153, 0.015890337726246984
10, 225, -22.40000000000005, 139, 0.015001382979775324
11, 225, -22.40000000000005, 168, 0.19821619370212207
12, 225, -22.40000000000005, 189, 0.01821147192080702
13, 225, -22.40000000000005, 178, 0.017340044155434997
14, 225, -22.40000000000005, 196, 0.01905826310926105
15, 225, -22.40000000000005, 171, 0.014956259240812564
16, 225, -22.40000000000005, 202, 0.014958131562842647
17, 225, -22.40000000000005, 227, 0.12798094896213086
18, 225, -22.40000000000005, 228, 0.017501551093626153
19, 225, -22.40000000000005, 221, 0.02395969983387236
20, 225, -22.40000000000005, 228, 0.01935296592633967
21, 225, -22.40000000000005, 240, 0.017120264912283467
22, 225, -22.40000000000005, 236, 0.01510849593640784
23, 225, -22.40000000000005, 243, 0.015062281570942582
24, 225, -22.40000000000005, 255, 0.019744349961506313
25, 225, -22.40000000000005, 266, 0.12879794760881758
26, 225, -22.40000000000005, 273, 0.146184627268085
27, 225, -22.40000000000005, 261, 0.018226496578628626
28, 225, -22.40000000000005, 286, 0.018835664648844286
29, 225, -22.40000000000005, 281, 0.017579975014624938
30, 225, -22.40000000000005, 284, 0.02076493220526321
31, 225, -22.40000000000005, 288, 0.01496874322169206
32, 225, -22.40000000000005, 302, 0.017573319941879828
33, 225, -22.40000000000005, 285, 0.017772545324254096
34, 225, -22.40000000000005, 300, 0.017232687258852963
35, 225, -22.40000000000005, 324, 0.01850583742889428
36, 225, -22.40000000000005, 331, 0.017713170113332233
37, 225, -22.40000000000005, 330, 0.01688224463212007
38, 225, -22.40000000000005, 341, 0.020442558563829927
39, 225, -22.40000000000005, 352, 0.020511767111820567
40, 225, -22.40000000000005, 324, 0.016506722515374772
41, 225, -22.40000000000005, 333, 0.19769214884705155
42, 225, -22.40000000000005, 360, 0.019516625095104462
43, 225, -22.40000000000005, 349, 0.020835925451706427
44, 225, -22.40000000000005, 341, 0.01521909357851381
45, 225, -22.40000000000005, 373, 0.022054009625296606
46, 225, -22.40000000000005, 365, 0.016479891200187002
47, 225, -22.40000000000005, 379, 0.017450936718329535
48, 225, -22.40000000000005, 364, 0.018974140426387176
49, 225, -22.40000000000005, 368, 0.147759629939626
50, 225, -22.40000000000005, 385, 0.15043980576411442
51, 225, -22.40000000000005, 375, 0.1977424676348951
52, 225, -22.40000000000005, 384, 0.023298410577420547
53, 225, -22.40000000000005, 394, 0.022207046096784477
54, 225, -22.40000000000005, 389, 0.016670730990033134
