Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 225, -22.40000000000005, 37, 0.14385826980010408
2, 225, -22.40000000000005, 45, 0.9914515443853007
3, 225, -22.40000000000005, 36, 0.09623491388574218
4, 225, -22.40000000000005, 60, 0.12895480441228468
5, 225, -22.40000000000005, 101, 0.6994511543289055
6, 225, -22.40000000000005, 97, 0.4733590114401329
7, 225, -22.40000000000005, 103, 0.11740402222466362
8, 225, -22.40000000000005, 98, 0.9317779149392045
9, 225, -22.40000000000005, 91, 0.10773449287020087
10, 225, -22.40000000000005, 102, 0.10450598537042732
11, 225, -22.40000000000005, 122, 0.1907139944695424
12, 225, -22.40000000000005, 96, 0.11976457954852027
13, 225, -22.40000000000005, 128, 0.09499122737604071
14, 225, -22.40000000000005, 125, 0.1242956002844503
15, 225, -22.40000000000005, 139, 0.12378068390660923
16, 225, -22.40000000000005, 135, 0.9114944932383235
17, 225, -22.40000000000005, 143, 0.15276992828072333
18, 225, -22.40000000000005, 154, 0.9116072434206837
19, 225, -22.40000000000005, 156, 0.14006942284064489
20, 225, -22.40000000000005, 158, 0.16851013666261494
21, 225, -22.40000000000005, 167, 0.14381066441229495
22, 225, -22.40000000000005, 174, 0.17754520794875361
23, 225, -22.40000000000005, 163, 0.1039258851196283
24, 225, -22.40000000000005, 171, 0.08009041314489451
25, 225, -22.40000000000005, 181, 0.10688809017729728
26, 225, -22.40000000000005, 175, 0.0924260653971345
27, 225, -22.40000000000005, 176, 0.11328082569461806
28, 225, -22.40000000000005, 199, 0.14589632494606475
29, 225, -22.40000000000005, 183, 0.12769661455956793
30, 225, -22.40000000000005, 184, 0.670316836334425
31, 225, -22.40000000000005, 184, 0.15246730038087442
32, 225, -22.40000000000005, 203, 0.20410157356733682
33, 225, -22.40000000000005, 193, 0.16433442270236798
34, 225, -22.40000000000005, 206, 0.16482768511512136
35, 86, -8.499999999999986, 224, 0.20704412192705712
36, 225, -22.40000000000005, 202, 0.1779214372718405
37, 225, -22.40000000000005, 209, 0.20490463698504874
38, 225, -22.40000000000005, 225, 0.16980157594331402
39, 225, -22.40000000000005, 216, 0.13580200662111497
40, 225, -22.40000000000005, 223, 0.12945063078280306
41, 225, -22.40000000000005, 215, 0.10714117379086074
42, 96, -9.499999999999982, 226, 0.12171410552326589
43, 225, -22.40000000000005, 232, 0.20304913297515892
44, 107, -10.599999999999978, 232, 0.1164285568540564
45, 225, -22.40000000000005, 232, 0.1295875768143493
46, 89, -8.799999999999985, 247, 0.1230897507464519
47, 172, -17.099999999999973, 245, 0.1282774619155953
48, 225, -22.40000000000005, 227, 0.11200204584329243
49, 97, -9.599999999999982, 227, 0.15608364053928436
50, 225, -22.40000000000005, 232, 0.18102298972228015
51, 56, -5.4999999999999964, 253, 0.11673304196661904
52, 225, -22.40000000000005, 249, 0.13534397955250022
53, 225, -22.40000000000005, 249, 0.9241738997453322
54, 102, -10.09999999999998, 232, 0.2219976484627484
55, 180, -17.899999999999984, 245, 0.14492530822928784
56, 105, -10.399999999999979, 250, 0.14070551456452496
57, 186, -18.499999999999993, 261, 0.15224666023356637
58, 99, -9.799999999999981, 259, 0.13509741858301982
59, 144, -14.299999999999965, 267, 0.1402407270978423
60, 97, -9.599999999999982, 266, 0.12982133278072983
61, 225, -22.40000000000005, 262, 0.14546660402275102
62, 77, -7.599999999999989, 259, 0.09768244117734426
63, 188, -18.699999999999996, 254, 0.14579201919999463
64, 140, -13.899999999999967, 263, 0.16302623260728
65, 106, -10.499999999999979, 268, 0.14635813899900096
66, 158, -15.69999999999996, 270, 0.14542670922255668
67, 93, -9.199999999999983, 272, 0.12433699567288481
68, 73, -7.19999999999999, 264, 0.10333086328451307
69, 73, -7.19999999999999, 287, 0.0913805119750406
70, 225, -22.40000000000005, 285, 0.1336968137643204
71, 92, -9.099999999999984, 282, 0.16391102935678203
72, 53, -5.1999999999999975, 263, 0.13539972258253452
73, 63, -6.199999999999994, 270, 0.19316268958417931
74, 225, -22.40000000000005, 279, 0.18743666124601033
75, 137, -13.599999999999968, 288, 0.14576859427007394
76, 84, -8.299999999999986, 280, 0.16620669827426604
77, 214, -21.300000000000033, 298, 0.9935874347123677
78, 128, -12.69999999999997, 287, 0.13241959930373426
79, 64, -6.299999999999994, 285, 0.1738558115904163
80, 54, -5.299999999999997, 285, 0.14306682449195884
81, 115, -11.399999999999975, 298, 0.10742298723143517
82, 150, -14.899999999999963, 287, 0.10753322378012597
83, 79, -7.799999999999988, 278, 0.10748921854578208
84, 59, -5.799999999999995, 296, 0.12783777806394747
85, 225, -22.40000000000005, 292, 0.15862529366811728
86, 89, -8.799999999999985, 296, 0.19371531386375596
87, 124, -12.299999999999972, 302, 0.13783593971073138
88, 57, -5.599999999999996, 286, 0.14579843599071474
89, 128, -12.69999999999997, 295, 0.17420473153367988
90, 64, -6.299999999999994, 303, 0.22172364079194207
91, 82, -8.099999999999987, 304, 0.14803146693714364
92, 67, -6.5999999999999925, 303, 0.15315082755425402
93, 100, -9.89999999999998, 302, 0.12646252683677206
94, 75, -7.39999999999999, 312, 0.12975837424044634
95, 168, -16.699999999999967, 310, 0.12951038296651785
96, 59, -5.799999999999995, 310, 0.14843136503954363
97, 61, -5.999999999999995, 317, 0.135072538567083
98, 53, -5.1999999999999975, 303, 0.14503461360573366
99, 225, -22.40000000000005, 315, 0.15921705243557627
100, 81, -7.999999999999988, 311, 0.11999154557932723
101, 99, -9.799999999999981, 329, 0.15479109233903543
102, 74, -7.29999999999999, 317, 0.14971058429236672
103, 76, -7.499999999999989, 316, 0.1531604540394611
104, 79, -7.799999999999988, 317, 0.12691290911168296
105, 67, -6.5999999999999925, 314, 0.12681307577276169
106, 88, -8.699999999999985, 322, 0.12822675302845887
107, 73, -7.19999999999999, 316, 0.1582584475863693
108, 135, -13.399999999999968, 331, 0.15745782151942977
109, 70, -6.8999999999999915, 333, 0.1506593847673059
110, 102, -10.09999999999998, 332, 0.19100345906488303
111, 63, -6.199999999999994, 328, 0.13249652152655234
112, 111, -10.999999999999977, 317, 0.1125253361967995
