Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 36, -3.5000000000000018, 5, 0.05531385654128354
2, 36, -3.5000000000000018, 5, 0.05494998482936772
3, 36, -3.5000000000000018, 5, 0.05323929052789378
4, 36, -3.5000000000000018, 6, 0.05473248511318635
5, 36, -3.5000000000000018, 4, 0.05183537698507169
6, 36, -3.5000000000000018, 5, 0.05260929958538507
7, 36, -3.5000000000000018, 5, 0.0646076662679558
8, 36, -3.5000000000000018, 7, 0.0533460470526711
9, 36, -3.5000000000000018, 8, 0.0689330919216608
10, 36, -3.5000000000000018, 7, 0.04818207369148236
11, 36, -3.5000000000000018, 9, 0.05224556857278878
12, 36, -3.5000000000000018, 10, 0.05923121482049715
13, 36, -3.5000000000000018, 9, 0.04251266117793995
14, 27, -2.600000000000001, 12, 0.04333981651915919
15, 36, -3.5000000000000018, 11, 0.04415012115514816
16, 36, -3.5000000000000018, 11, 0.043354097394141866
17, 36, -3.5000000000000018, 11, 0.05150602777284807
18, 36, -3.5000000000000018, 10, 0.05357302725335222
19, 36, -3.5000000000000018, 11, 0.05174389520522027
20, 36, -3.5000000000000018, 11, 0.08557512816656736
21, 36, -3.5000000000000018, 13, 0.053274597674129454
22, 36, -3.5000000000000018, 15, 0.0664902150039518
23, 36, -3.5000000000000018, 14, 0.07326139638221812
24, 36, -3.5000000000000018, 14, 0.07430806495937431
25, 33, -3.2000000000000015, 12, 0.044097760471270564
26, 36, -3.5000000000000018, 11, 0.05200374192930379
27, 36, -3.5000000000000018, 14, 0.0838679056184292
28, 36, -3.5000000000000018, 15, 0.06537977036198916
29, 23, -2.2000000000000006, 14, 0.05363909910961562
30, 36, -3.5000000000000018, 14, 0.06194425630942857
31, 36, -3.5000000000000018, 13, 0.0614033597558168
32, 36, -3.5000000000000018, 13, 0.06473520349707385
33, 36, -3.5000000000000018, 15, 0.07034611447127043
34, 16, -1.5000000000000002, 15, 0.05937230892150269
35, 36, -3.5000000000000018, 15, 0.0606062037020223
36, 36, -3.5000000000000018, 13, 0.04785153497875144
37, 19, -1.8000000000000005, 15, 0.03420861146414156
38, 36, -3.5000000000000018, 15, 0.059598761704489855
39, 17, -1.6000000000000003, 14, 0.03204624239291587
40, 11, -0.9999999999999999, 15, 0.03580987283204229
41, 17, -1.6000000000000003, 15, 0.02764556208583191
42, 36, -3.5000000000000018, 15, 0.08661897721249867
43, 30, -2.9000000000000012, 16, 0.10614558877652994
44, 30, -2.9000000000000012, 15, 0.05864394239300774
45, 17, -1.6000000000000003, 16, 0.06149749659258599
46, 18, -1.7000000000000004, 15, 0.027503768697208497
47, 15, -1.4000000000000001, 17, 0.06754371715718221
48, 13, -1.2, 17, 0.07048698385929197
49, 27, -2.600000000000001, 16, 0.05063198044665285
50, 14, -1.3, 17, 0.08570419270998964
51, 36, -3.5000000000000018, 18, 0.05793015441862459
52, 23, -2.2000000000000006, 17, 0.041022435574795124
53, 11, -0.9999999999999999, 17, 0.07837215382794621
54, 15, -1.4000000000000001, 17, 0.08716830048258584
55, 11, -0.9999999999999999, 17, 0.05495005230859085
56, 14, -1.3, 21, 0.06405332886597091
57, 18, -1.7000000000000004, 18, 0.07283254096338143
58, 19, -1.8000000000000005, 18, 0.058906615553280695
59, 19, -1.8000000000000005, 18, 0.06374604541228024
60, 15, -1.4000000000000001, 18, 0.04215945519040387
61, 15, -1.4000000000000001, 18, 0.07657705767459555
62, 36, -3.5000000000000018, 19, 0.05054111923878879
63, 29, -2.800000000000001, 19, 0.03493694521809809
64, 13, -1.2, 19, 0.046050426112741016
65, 13, -1.2, 19, 0.06253420912758861
66, 15, -1.4000000000000001, 17, 0.056792608888646456
67, 20, -1.9000000000000006, 19, 0.06493663778002895
68, 36, -3.5000000000000018, 20, 0.06200094625531545
69, 19, -1.8000000000000005, 20, 0.06768723374544217
70, 11, -0.9999999999999999, 18, 0.06217877026750657
71, 14, -1.3, 19, 0.05613281159504191
72, 21, -2.0000000000000004, 20, 0.10885505472357182
73, 21, -2.0000000000000004, 19, 0.13321667411748517
74, 15, -1.4000000000000001, 19, 0.05069672666605263
75, 15, -1.4000000000000001, 19, 0.05854585736104079
76, 12, -1.0999999999999999, 22, 0.04268732117828766
77, 18, -1.7000000000000004, 19, 0.08320923461530713
78, 14, -1.3, 22, 0.03190723437731513
79, 18, -1.7000000000000004, 20, 0.09507634829150718
80, 11, -0.9999999999999999, 20, 0.06871847175363699
81, 36, -3.5000000000000018, 23, 0.06939577172524047
82, 20, -1.9000000000000006, 21, 0.06858060529595178
83, 36, -3.5000000000000018, 21, 0.11679895414347746
84, 16, -1.5000000000000002, 22, 0.07815421288564928
85, 35, -3.4000000000000017, 21, 0.06380278867768574
86, 12, -1.0999999999999999, 21, 0.08424565625064967
87, 15, -1.4000000000000001, 21, 0.0918900105458943
88, 13, -1.2, 21, 0.08182757589902423
89, 11, -0.9999999999999999, 20, 0.06393396854977022
90, 14, -1.3, 23, 0.047219470258222485
91, 11, -0.9999999999999999, 21, 0.07795700596687999
92, 17, -1.6000000000000003, 20, 0.03288952711494275
93, 13, -1.2, 21, 0.057046697526022816
94, 12, -1.0999999999999999, 20, 0.0473217909113226
95, 12, -1.0999999999999999, 22, 0.09424742267497721
96, 29, -2.800000000000001, 21, 0.058620628393881324
97, 14, -1.3, 22, 0.05789406480830528
98, 15, -1.4000000000000001, 21, 0.10577950145404702
99, 20, -1.9000000000000006, 23, 0.0827533390821853
100, 17, -1.6000000000000003, 23, 0.0922944248601919
101, 28, -2.700000000000001, 22, 0.06752708385038642
102, 11, -0.9999999999999999, 23, 0.06587079160625842
103, 11, -0.9999999999999999, 22, 0.08124195071808055
104, 13, -1.2, 22, 0.0798513798621322
105, 16, -1.5000000000000002, 23, 0.0802296386880591
106, 33, -3.2000000000000015, 24, 0.04185419228855425
107, 13, -1.2, 23, 0.027485958489695372
108, 36, -3.5000000000000018, 24, 0.08000789227280403
109, 24, -2.3000000000000007, 23, 0.09631892392433339
110, 15, -1.4000000000000001, 25, 0.0678579102747956
111, 11, -0.9999999999999999, 25, 0.08686622432290425
112, 29, -2.800000000000001, 23, 0.07512670720891457
113, 12, -1.0999999999999999, 27, 0.08881368597658001
114, 15, -1.4000000000000001, 24, 0.05068368660413042
115, 15, -1.4000000000000001, 25, 0.06250864456900096
116, 15, -1.4000000000000001, 25, 0.06983221736619649
117, 11, -0.9999999999999999, 25, 0.06426326770774526
118, 13, -1.2, 25, 0.029067577735302774
119, 17, -1.6000000000000003, 23, 0.08675982367088608
120, 19, -1.8000000000000005, 23, 0.06952030802924618
121, 11, -0.9999999999999999, 25, 0.11168175170123978
122, 15, -1.4000000000000001, 25, 0.07294851838770816
123, 18, -1.7000000000000004, 25, 0.06328242412847063
124, 16, -1.5000000000000002, 26, 0.0323919911970767
125, 13, -1.2, 26, 0.04699250966495583
126, 16, -1.5000000000000002, 25, 0.0529662400816614
127, 20, -1.9000000000000006, 26, 0.09057062322223752
128, 36, -3.5000000000000018, 26, 0.1075111867975892
129, 13, -1.2, 27, 0.10600973839038785
130, 27, -2.600000000000001, 25, 0.07369409884676359
131, 14, -1.3, 28, 0.07363643492074878
132, 19, -1.8000000000000005, 29, 0.0841168232141023
133, 20, -1.9000000000000006, 25, 0.03231222993418825
134, 11, -0.9999999999999999, 26, 0.08314079988835632
135, 17, -1.6000000000000003, 28, 0.061073879608401216
136, 14, -1.3, 26, 0.058073201627810045
137, 11, -0.9999999999999999, 26, 0.09121608221689803
138, 12, -1.0999999999999999, 27, 0.049471889509539735
139, 20, -1.9000000000000006, 29, 0.10541414477379363
140, 18, -1.7000000000000004, 27, 0.07309599707324277
141, 17, -1.6000000000000003, 27, 0.06841344375560665
142, 11, -0.9999999999999999, 28, 0.03232780565972515
143, 20, -1.9000000000000006, 27, 0.028083393730396367
144, 11, -0.9999999999999999, 27, 0.07696132828684898
145, 16, -1.5000000000000002, 28, 0.032268763308213155
146, 26, -2.500000000000001, 29, 0.09939544271109313
147, 13, -1.2, 27, 0.07179338718062428
148, 13, -1.2, 28, 0.06495957744730615
149, 26, -2.500000000000001, 31, 0.06613186701892282
150, 11, -0.9999999999999999, 28, 0.06062856966066277
151, 32, -3.1000000000000014, 28, 0.06545397665731678
152, 15, -1.4000000000000001, 28, 0.0668615391532299
153, 13, -1.2, 31, 0.0616116844104847
154, 21, -2.0000000000000004, 28, 0.052487590698230946
155, 13, -1.2, 28, 0.072325267475573
156, 15, -1.4000000000000001, 30, 0.06794794867926068
157, 21, -2.0000000000000004, 28, 0.06352164579033692
158, 20, -1.9000000000000006, 26, 0.04885986315280469
159, 34, -3.3000000000000016, 29, 0.06587979930516863
160, 14, -1.3, 30, 0.07721703318629419
161, 28, -2.700000000000001, 30, 0.07957897067473763
162, 36, -3.5000000000000018, 31, 0.06433851430767223
163, 12, -1.0999999999999999, 29, 0.0399965225448593
164, 17, -1.6000000000000003, 28, 0.047969425518580744
165, 17, -1.6000000000000003, 29, 0.09157237141481889
166, 12, -1.0999999999999999, 32, 0.07820252516442772
167, 13, -1.2, 32, 0.07151998215991184
168, 14, -1.3, 31, 0.10761264771326373
169, 13, -1.2, 29, 0.06525180666029248
170, 22, -2.1000000000000005, 31, 0.037262966704496026
171, 14, -1.3, 30, 0.11705340199364556
172, 15, -1.4000000000000001, 30, 0.06972579250698713
173, 15, -1.4000000000000001, 31, 0.08845653450068591
174, 16, -1.5000000000000002, 31, 0.06663963541821377
175, 17, -1.6000000000000003, 30, 0.06144872325104611
176, 17, -1.6000000000000003, 30, 0.06890628710883151
177, 20, -1.9000000000000006, 29, 0.03867029976933545
178, 11, -0.9999999999999999, 30, 0.04127781181356471
179, 11, -0.9999999999999999, 31, 0.06062472894433707
180, 15, -1.4000000000000001, 31, 0.024006910818285432
181, 12, -1.0999999999999999, 30, 0.06143049476929607
182, 13, -1.2, 37, 0.0832413481929617
183, 13, -1.2, 32, 0.020380112868023215
184, 15, -1.4000000000000001, 32, 0.055610072419585266
185, 16, -1.5000000000000002, 31, 0.05329294997053585
186, 15, -1.4000000000000001, 33, 0.04312510045604312
187, 13, -1.2, 30, 0.08355003329890409
188, 13, -1.2, 31, 0.0683382481546202
189, 11, -0.9999999999999999, 31, 0.09386061910270815
190, 16, -1.5000000000000002, 32, 0.04061194062583462
191, 24, -2.3000000000000007, 31, 0.07844781642394061
192, 11, -0.9999999999999999, 33, 0.0222074225636254
193, 18, -1.7000000000000004, 33, 0.07673302518477657
194, 14, -1.3, 34, 0.040561827637790815
195, 15, -1.4000000000000001, 35, 0.04785703180636469
196, 16, -1.5000000000000002, 32, 0.057044933612878435
197, 13, -1.2, 32, 0.07651234697278042
198, 17, -1.6000000000000003, 37, 0.04969677844811282
199, 12, -1.0999999999999999, 34, 0.0751434150667436
200, 13, -1.2, 34, 0.09373443528322967
201, 11, -0.9999999999999999, 35, 0.08351599745194505
202, 16, -1.5000000000000002, 33, 0.10693133767768459
203, 17, -1.6000000000000003, 33, 0.07206208209532428
204, 13, -1.2, 40, 0.038756068187388526
205, 12, -1.0999999999999999, 33, 0.09409461369335537
206, 12, -1.0999999999999999, 32, 0.06340237501869805
207, 20, -1.9000000000000006, 33, 0.08398106168925434
208, 16, -1.5000000000000002, 33, 0.05879143246049945
209, 21, -2.0000000000000004, 34, 0.08069638278487923
210, 22, -2.1000000000000005, 36, 0.06986987025333302
211, 14, -1.3, 35, 0.07630623901191802
212, 11, -0.9999999999999999, 37, 0.05841126451513046
213, 15, -1.4000000000000001, 35, 0.08898701992117597
214, 17, -1.6000000000000003, 36, 0.08113973727878365
215, 36, -3.5000000000000018, 34, 0.07102832966311157
216, 17, -1.6000000000000003, 36, 0.08153246798885438
217, 17, -1.6000000000000003, 35, 0.06160018743451745
218, 15, -1.4000000000000001, 35, 0.07410870546334025
219, 19, -1.8000000000000005, 34, 0.057428285882313634
220, 11, -0.9999999999999999, 35, 0.0726686247480951
221, 15, -1.4000000000000001, 36, 0.07480533002371725
222, 14, -1.3, 37, 0.04859485487461612
223, 15, -1.4000000000000001, 38, 0.06399497341249638
224, 20, -1.9000000000000006, 38, 0.07529765113016218
225, 16, -1.5000000000000002, 37, 0.067049871911385
226, 23, -2.2000000000000006, 39, 0.07611202214433455
227, 15, -1.4000000000000001, 39, 0.048446358236462705
228, 13, -1.2, 36, 0.10110591768429733
229, 14, -1.3, 37, 0.07190961672429991
230, 13, -1.2, 36, 0.025793363404720493
231, 17, -1.6000000000000003, 35, 0.023895525893384395
232, 36, -3.5000000000000018, 37, 0.08852265367730361
233, 13, -1.2, 35, 0.055529279048579516
234, 16, -1.5000000000000002, 35, 0.038326861709341964
235, 21, -2.0000000000000004, 36, 0.07405639790145996
236, 11, -0.9999999999999999, 35, 0.06657237375292802
237, 16, -1.5000000000000002, 36, 0.07759920064646636
238, 16, -1.5000000000000002, 40, 0.07900444867507417
239, 22, -2.1000000000000005, 39, 0.08658697591764608
240, 13, -1.2, 38, 0.06648470819728591
241, 20, -1.9000000000000006, 37, 0.06706950050273319
242, 14, -1.3, 39, 0.12016004459547958
243, 11, -0.9999999999999999, 39, 0.06406813421193114
244, 19, -1.8000000000000005, 37, 0.029230622022132557
245, 19, -1.8000000000000005, 38, 0.07797462105498276
246, 15, -1.4000000000000001, 36, 0.049517575605638964
247, 15, -1.4000000000000001, 38, 0.05726567041313679
248, 12, -1.0999999999999999, 41, 0.08017118540875906
249, 27, -2.600000000000001, 39, 0.05889799670091944
250, 16, -1.5000000000000002, 38, 0.08993595553708067
251, 12, -1.0999999999999999, 39, 0.0769156354031919
252, 16, -1.5000000000000002, 41, 0.02749026641477703
253, 16, -1.5000000000000002, 40, 0.07272917049145794
254, 36, -3.5000000000000018, 37, 0.06634620702082605
255, 17, -1.6000000000000003, 40, 0.07965296243073794
256, 15, -1.4000000000000001, 39, 0.030375092792913283
257, 22, -2.1000000000000005, 40, 0.08402525869657085
258, 11, -0.9999999999999999, 41, 0.08486159035185392
259, 17, -1.6000000000000003, 40, 0.1177156754863189
260, 12, -1.0999999999999999, 39, 0.10258600162025533
261, 16, -1.5000000000000002, 39, 0.06179462691002979
262, 11, -0.9999999999999999, 39, 0.07643266897672407
263, 13, -1.2, 41, 0.08475108360976069
264, 14, -1.3, 44, 0.09673662529489313
265, 19, -1.8000000000000005, 39, 0.05153700466925948
266, 13, -1.2, 39, 0.12233831284493035
267, 36, -3.5000000000000018, 41, 0.05442697678844011
268, 25, -2.400000000000001, 40, 0.029707211180640347
269, 15, -1.4000000000000001, 40, 0.03099656190062733
270, 16, -1.5000000000000002, 40, 0.03243361217331375
