Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 36, -3.5000000000000018, 7, 0.12412914872270411
2, 36, -3.5000000000000018, 5, 0.104306808470897
3, 36, -3.5000000000000018, 3, 0.2
4, 36, -3.5000000000000018, 8, 0.11309860149758469
5, 36, -3.5000000000000018, 5, 0.07778775113652237
6, 36, -3.5000000000000018, 10, 0.1079167037556873
7, 36, -3.5000000000000018, 14, 0.09107881094458753
8, 36, -3.5000000000000018, 9, 0.11422300518607781
9, 36, -3.5000000000000018, 11, 0.10599376844098361
10, 36, -3.5000000000000018, 11, 0.08907509298072941
11, 33, -3.2000000000000015, 16, 0.11879835886955292
12, 36, -3.5000000000000018, 18, 0.12001291717148593
13, 34, -3.3000000000000016, 18, 0.14304602348693274
14, 12, -1.0999999999999999, 23, 0.1364852349193893
15, 13, -1.2, 19, 0.11057925973401228
16, 22, -2.1000000000000005, 24, 0.12373266827915236
17, 36, -3.5000000000000018, 22, 0.10943921196086692
18, 14, -1.3, 21, 0.13621549308451164
19, 36, -3.5000000000000018, 26, 0.15863860154943454
20, 21, -2.0000000000000004, 20, 0.08622669716879816
21, 14, -1.3, 24, 0.17881338742192976
22, 25, -2.400000000000001, 21, 0.1343079787840299
23, 25, -2.400000000000001, 28, 0.09323661002857841
24, 29, -2.800000000000001, 26, 0.11936726222374094
25, 36, -3.5000000000000018, 22, 0.11533378718865239
26, 36, -3.5000000000000018, 26, 0.20227782926795335
27, 17, -1.6000000000000003, 26, 0.07021715073148271
28, 17, -1.6000000000000003, 40, 0.19756085735423312
29, 18, -1.7000000000000004, 33, 0.11777848986192196
30, 27, -2.600000000000001, 31, 0.1622824516936323
31, 34, -3.3000000000000016, 36, 0.21255995391943971
32, 15, -1.4000000000000001, 27, 0.1212468794559809
33, 23, -2.2000000000000006, 39, 0.16226591385520028
34, 16, -1.5000000000000002, 32, 0.146094543019874
35, 17, -1.6000000000000003, 35, 0.1416493977312293
36, 13, -1.2, 33, 0.11549490145540653
37, 20, -1.9000000000000006, 36, 0.1390864797072756
38, 21, -2.0000000000000004, 36, 0.15969273016138807
39, 36, -3.5000000000000018, 34, 0.1602740675009552
40, 11, -0.9999999999999999, 41, 0.13570777328701467
41, 16, -1.5000000000000002, 31, 0.15336461372684895
42, 22, -2.1000000000000005, 40, 0.12849028072107072
43, 24, -2.3000000000000007, 44, 0.13278561954439477
44, 36, -3.5000000000000018, 42, 0.14780679431403387
45, 36, -3.5000000000000018, 53, 0.2060583088903043
46, 14, -1.3, 38, 0.14346686377104645
47, 11, -0.9999999999999999, 54, 0.15943580580840488
48, 20, -1.9000000000000006, 44, 0.08131517592182236
49, 20, -1.9000000000000006, 51, 0.20136463630080859
50, 22, -2.1000000000000005, 51, 0.16064995429300022
51, 11, -0.9999999999999999, 56, 0.13046228596331666
52, 13, -1.2, 44, 0.1966067120119458
53, 16, -1.5000000000000002, 56, 0.09598568256323003
54, 34, -3.3000000000000016, 52, 0.122259677708838
55, 21, -2.0000000000000004, 50, 0.1681823440013439
56, 13, -1.2, 63, 0.13109404410262793
57, 13, -1.2, 50, 0.1447892513732777
58, 11, -0.9999999999999999, 53, 0.12636887413549025
59, 28, -2.700000000000001, 52, 0.1835311864269225
60, 26, -2.500000000000001, 60, 0.2700835433108365
61, 36, -3.5000000000000018, 54, 0.17746477608735123
62, 16, -1.5000000000000002, 59, 0.16739202227674865
63, 12, -1.0999999999999999, 54, 0.12253925172113456
64, 14, -1.3, 60, 0.15468084423579365
65, 15, -1.4000000000000001, 56, 0.1213067175493433
66, 14, -1.3, 63, 0.14620370885454914
67, 36, -3.5000000000000018, 71, 0.133302236760507
68, 14, -1.3, 56, 0.1523610221016134
69, 13, -1.2, 55, 0.11779888475621281
70, 31, -3.0000000000000013, 58, 0.15893402358429054
71, 15, -1.4000000000000001, 63, 0.16291864245731635
72, 15, -1.4000000000000001, 64, 0.12286564268591788
73, 26, -2.500000000000001, 63, 0.12404840991569244
74, 29, -2.800000000000001, 79, 0.14280655312352364
75, 31, -3.0000000000000013, 71, 0.1574220792400809
76, 15, -1.4000000000000001, 69, 0.17263617364273554
77, 36, -3.5000000000000018, 66, 0.15199410817196635
78, 11, -0.9999999999999999, 72, 0.1676438035488667
79, 24, -2.3000000000000007, 77, 0.1899044622377355
80, 15, -1.4000000000000001, 69, 0.18640865490908465
81, 16, -1.5000000000000002, 69, 0.18229755366949096
82, 12, -1.0999999999999999, 80, 0.11344976880198565
83, 18, -1.7000000000000004, 73, 0.16351703276630114
84, 15, -1.4000000000000001, 76, 0.2033057794900116
85, 18, -1.7000000000000004, 72, 0.09795130235421712
86, 36, -3.5000000000000018, 75, 0.16688898055350743
87, 11, -0.9999999999999999, 82, 0.15967025936235923
88, 15, -1.4000000000000001, 73, 0.19007773088634428
89, 11, -0.9999999999999999, 79, 0.1331487672187449
90, 16, -1.5000000000000002, 71, 0.10024545852125089
91, 13, -1.2, 79, 0.11393722245846272
92, 17, -1.6000000000000003, 88, 0.11744238372879201
93, 17, -1.6000000000000003, 80, 0.13685664357040028
94, 12, -1.0999999999999999, 89, 0.14563657463311785
95, 25, -2.400000000000001, 85, 0.16379006916290195
96, 20, -1.9000000000000006, 83, 0.16345158506027124
97, 13, -1.2, 85, 0.13293880328049879
98, 13, -1.2, 91, 0.10405630151531509
