Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 36, -3.5000000000000018, 3, 0.020000000000000004
2, 36, -3.5000000000000018, 3, 0.018990000000000007
3, 36, -3.5000000000000018, 5, 0.016200000000000006
4, 36, -3.5000000000000018, 8, 0.014924423457791203
5, 36, -3.5000000000000018, 8, 0.01697302899
6, 36, -3.5000000000000018, 10, 0.014956874667221412
7, 36, -3.5000000000000018, 11, 0.017686297197468406
8, 36, -3.5000000000000018, 10, 0.01442571852573421
9, 36, -3.5000000000000018, 14, 0.015014460984161648
10, 36, -3.5000000000000018, 14, 0.013422396307552653
11, 36, -3.5000000000000018, 16, 0.014281989991364236
12, 36, -3.5000000000000018, 14, 0.016886281116161916
13, 36, -3.5000000000000018, 15, 0.014460081397829394
14, 36, -3.5000000000000018, 18, 0.012917219000876529
15, 36, -3.5000000000000018, 21, 0.017072152263975626
16, 36, -3.5000000000000018, 23, 0.01854902574145581
17, 36, -3.5000000000000018, 22, 0.020509084836735803
18, 36, -3.5000000000000018, 17, 0.017069831245794607
19, 36, -3.5000000000000018, 22, 0.0172673127558165
20, 36, -3.5000000000000018, 22, 0.016694497413660414
21, 36, -3.5000000000000018, 24, 0.01570312480314201
22, 36, -3.5000000000000018, 25, 0.014775383997453262
23, 36, -3.5000000000000018, 27, 0.015476433134534756
24, 36, -3.5000000000000018, 26, 0.016690688129470943
25, 36, -3.5000000000000018, 26, 0.018357673209455527
26, 36, -3.5000000000000018, 28, 0.018438905138664752
27, 36, -3.5000000000000018, 25, 0.014354609633266846
28, 36, -3.5000000000000018, 24, 0.015931817357545064
29, 36, -3.5000000000000018, 28, 0.013873110928851407
30, 36, -3.5000000000000018, 27, 0.014678318444735272
31, 36, -3.5000000000000018, 29, 0.01642966871251729
32, 36, -3.5000000000000018, 30, 0.017453998318031266
33, 36, -3.5000000000000018, 31, 0.014770432199797345
34, 36, -3.5000000000000018, 30, 0.015356916583230573
35, 36, -3.5000000000000018, 28, 0.013262214361068003
36, 36, -3.5000000000000018, 30, 0.014671168108939758
37, 36, -3.5000000000000018, 32, 0.016493507112584183
38, 36, -3.5000000000000018, 34, 0.014113498087251541
39, 36, -3.5000000000000018, 32, 0.01509528818182937
40, 36, -3.5000000000000018, 32, 0.014477774550037625
41, 36, -3.5000000000000018, 34, 0.02144203700012734
42, 36, -3.5000000000000018, 34, 0.020763043663399344
43, 36, -3.5000000000000018, 35, 0.012637385432005266
44, 36, -3.5000000000000018, 34, 0.016487777826367456
45, 28, -2.700000000000001, 34, 0.01675106006293503
46, 14, -1.3, 39, 0.02078983214702612
47, 16, -1.5000000000000002, 35, 0.01525382412152676
48, 36, -3.5000000000000018, 35, 0.01187684201526129
49, 24, -2.3000000000000007, 42, 0.022244754563783206
50, 36, -3.5000000000000018, 36, 0.011863102673607573
51, 20, -1.9000000000000006, 36, 0.014430993742270304
52, 29, -2.800000000000001, 36, 0.017463030170773997
53, 36, -3.5000000000000018, 38, 0.017071186893070828
54, 36, -3.5000000000000018, 39, 0.021417935894248202
55, 13, -1.2, 40, 0.014565350038536096
56, 28, -2.700000000000001, 42, 0.021709193411943883
57, 29, -2.800000000000001, 38, 0.01662726098624978
58, 36, -3.5000000000000018, 37, 0.012633716058782607
59, 15, -1.4000000000000001, 40, 0.014774110987614608
60, 36, -3.5000000000000018, 38, 0.014057250252140607
61, 27, -2.600000000000001, 44, 0.020028499487356077
62, 36, -3.5000000000000018, 39, 0.013887441734613537
63, 19, -1.8000000000000005, 45, 0.029436225958436868
64, 36, -3.5000000000000018, 45, 0.018195295318566784
65, 21, -2.0000000000000004, 48, 0.014939620926011754
66, 22, -2.1000000000000005, 43, 0.023717568658440602
67, 18, -1.7000000000000004, 43, 0.015807740092235956
68, 36, -3.5000000000000018, 48, 0.022308360732296362
69, 23, -2.2000000000000006, 42, 0.023812071964276926
70, 24, -2.3000000000000007, 44, 0.010330228172974465
71, 14, -1.3, 46, 0.010967002843939033
72, 11, -0.9999999999999999, 46, 0.019136320688446284
73, 29, -2.800000000000001, 44, 0.02027743017870376
74, 27, -2.600000000000001, 45, 0.021367837587529026
75, 17, -1.6000000000000003, 45, 0.02252656772341688
76, 13, -1.2, 45, 0.01517342076022088
77, 13, -1.2, 44, 0.016763938855692495
78, 19, -1.8000000000000005, 45, 0.016781541408944833
79, 15, -1.4000000000000001, 45, 0.013909334599370049
80, 33, -3.2000000000000015, 47, 0.012638876905830876
81, 15, -1.4000000000000001, 55, 0.013230616353388958
82, 13, -1.2, 49, 0.021337855401626915
83, 16, -1.5000000000000002, 46, 0.017089843593461773
84, 36, -3.5000000000000018, 45, 0.023465377941144283
85, 16, -1.5000000000000002, 53, 0.016839420338278677
86, 18, -1.7000000000000004, 46, 0.01887129126613385
87, 15, -1.4000000000000001, 46, 0.018236592087412018
88, 24, -2.3000000000000007, 53, 0.020874893177159848
