Episode, Steps, Reward, Time (in milliseconds), Convergence
1, 225, -22.40000000000005, 34, 0.017090010000000003
2, 225, -22.40000000000005, 78, 0.016200000000000006
3, 225, -22.40000000000005, 100, 0.01458
4, 225, -22.40000000000005, 108, 0.18693466256094204
5, 225, -22.40000000000005, 118, 0.016194490327174543
6, 225, -22.40000000000005, 110, 0.01672327126566789
7, 225, -22.40000000000005, 125, 0.10242390324692197
8, 225, -22.40000000000005, 120, 0.014256983941997425
9, 225, -22.40000000000005, 156, 0.015769198702866083
10, 225, -22.40000000000005, 193, 0.19821227381828277
11, 225, -22.40000000000005, 187, 0.01359480099114635
12, 225, -22.40000000000005, 170, 0.01898988585634398
13, 225, -22.40000000000005, 186, 0.1978898703972778
14, 225, -22.40000000000005, 203, 0.17317723744759805
15, 225, -22.40000000000005, 208, 0.01572328425049868
16, 225, -22.40000000000005, 223, 0.017127128182036933
17, 225, -22.40000000000005, 222, 0.19784019204047842
18, 225, -22.40000000000005, 227, 0.015205507130367724
19, 225, -22.40000000000005, 258, 0.01690949353769472
20, 225, -22.40000000000005, 242, 0.015120831879343766
21, 225, -22.40000000000005, 261, 0.01630950200090664
22, 225, -22.40000000000005, 250, 0.1602158028508509
23, 225, -22.40000000000005, 265, 0.016552463298918338
24, 225, -22.40000000000005, 266, 0.19758620268741645
25, 225, -22.40000000000005, 291, 0.01802854840784185
26, 225, -22.40000000000005, 277, 0.18947156976718482
27, 225, -22.40000000000005, 285, 0.015015100645002222
28, 225, -22.40000000000005, 321, 0.017112443216316026
29, 225, -22.40000000000005, 313, 0.018299949912841562
30, 225, -22.40000000000005, 305, 0.01718065370751304
31, 225, -22.40000000000005, 318, 0.017214950653780647
32, 225, -22.40000000000005, 294, 0.01772255939522649
33, 225, -22.40000000000005, 335, 0.1967710082530898
34, 225, -22.40000000000005, 315, 0.18805569978319425
35, 225, -22.40000000000005, 333, 0.015048626498508688
36, 225, -22.40000000000005, 350, 0.018559052849565355
37, 225, -22.40000000000005, 349, 0.017460501763823633
38, 225, -22.40000000000005, 345, 0.016192750755277374
39, 225, -22.40000000000005, 389, 0.1880921688619649
40, 225, -22.40000000000005, 339, 0.015191879803976183
41, 225, -22.40000000000005, 367, 0.016356565161920522
42, 225, -22.40000000000005, 376, 0.20285801800729308
43, 225, -22.40000000000005, 384, 0.0173769775236845
